unique_reference_number,authority_code,establishment_type_code,pupil_number,pupil_boys,pupil_girls,gender_type,gender_category,religious_type,religious_classification,percent_pupil_boys,percent_pupil_girls,percent_ehc_plan,percent_sen_support,percent_english_language,percent_not_english_language,percent_free_school_meals,rating
142601,393,34,1328,605,723,3,Mixed,4,Roman Catholic,45,54,1,12,90,9,29,Outstanding
142602,851,34,220,117,103,3,Mixed,2,Not applicable,53,46,2,9,92,7,29,Good
142603,336,10,10,7,3,3,Mixed,2,Not applicable,70,30,100,0,0,0,0,Good
142604,383,40,425,350,75,3,Mixed,2,Not applicable,82,17,1,8,85,13,29,Good
142605,373,40,436,221,215,3,Mixed,2,Not applicable,50,49,1,10,86,13,29,Good
142607,871,42,137,116,21,3,Mixed,2,Not applicable,84,15,67,32,80,19,62,Good
142609,825,28,174,82,92,3,Mixed,2,Not applicable,47,52,4,20,76,23,43,Requires improvement
142610,306,28,292,141,151,3,Mixed,2,Not applicable,48,51,3,9,30,69,37,Good
142611,845,28,386,219,167,3,Mixed,1,Church of England,56,43,1,16,92,7,25,Good
142612,881,33,95,95,0,1,Boys,2,Not applicable,100,0,100,0,98,1,75,Good
142613,886,28,210,101,109,3,Mixed,2,Not applicable,48,51,0,11,52,47,21,Good
142621,306,10,42,34,8,3,Mixed,2,Not applicable,81,19,100,0,0,0,0,Good
142625,873,10,11,11,0,1,Boys,2,Not applicable,100,0,90,9,0,0,0,Good
142627,302,2,389,0,389,2,Girls,3,Other religion,0,100,2,15,90,9,1,Good
142629,383,28,421,216,205,3,Mixed,2,Not applicable,51,48,0,19,20,79,48,Good
142630,383,33,304,264,40,3,Mixed,2,Not applicable,86,13,100,0,99,1,74,Good
142631,856,28,306,176,130,3,Mixed,2,Not applicable,57,42,0,6,71,27,17,Good
142632,316,28,536,276,260,3,Mixed,2,Not applicable,51,48,1,6,34,65,36,Outstanding
142633,926,28,378,196,182,3,Mixed,1,Church of England,51,48,2,18,66,33,54,Requires improvement
142634,926,28,190,97,93,3,Mixed,2,Not applicable,51,48,5,31,61,38,48,Good
142635,857,10,14,10,4,3,Mixed,2,Not applicable,71,28,100,0,0,0,0,Good
142636,302,34,327,183,144,3,Mixed,2,Not applicable,56,44,8,9,26,73,43,Good
142637,816,34,387,193,194,3,Mixed,2,Not applicable,49,50,1,12,82,16,10,Good
142638,873,34,390,204,186,3,Mixed,2,Not applicable,52,47,5,10,98,1,14,Good
142639,878,34,106,45,61,3,Mixed,2,Not applicable,42,57,3,10,99,0,20,Good
142640,861,34,476,246,230,3,Mixed,1,Church of England,51,48,1,21,90,9,50,Good
142641,878,34,88,40,48,3,Mixed,1,Church of England,45,54,2,4,100,0,12,Good
142642,861,34,467,219,248,3,Mixed,2,Not applicable,46,53,2,7,89,10,36,Outstanding
142643,861,34,440,215,225,3,Mixed,2,Not applicable,48,51,1,11,98,1,14,Good
142644,316,34,1323,0,1323,2,Girls,2,Not applicable,0,100,2,7,33,65,45,Good
142648,816,34,1078,575,503,3,Mixed,2,Not applicable,53,46,1,15,94,5,14,Good
142649,878,34,95,44,51,3,Mixed,3,Other religion,46,53,4,35,83,16,54,Good
142650,941,34,364,166,198,3,Mixed,1,Church of England,45,54,1,20,93,6,15,Good
142651,940,34,203,102,101,3,Mixed,1,Church of England,50,49,0,11,93,6,5,Good
142652,878,34,78,42,36,3,Mixed,1,Church of England,53,46,0,9,98,1,1,Good
142654,307,35,705,350,355,3,Mixed,2,Not applicable,49,50,3,6,74,24,24,Good
142657,860,11,7,7,0,3,Mixed,2,Not applicable,100,0,57,42,0,0,0,Good
142659,855,10,44,35,9,3,Mixed,2,Not applicable,79,20,100,0,0,0,0,Good
142661,940,34,135,71,64,3,Mixed,1,Church of England,52,47,1,5,94,5,9,Good
142662,908,34,70,37,33,3,Mixed,2,Not applicable,52,47,1,5,97,2,19,Good
142663,373,34,521,278,243,3,Mixed,2,Not applicable,53,46,4,18,18,81,46,Good
142664,931,34,211,112,99,3,Mixed,1,Church of England,53,46,2,11,99,0,16,Good
142666,925,44,128,93,35,3,Mixed,2,Not applicable,72,27,100,0,79,19,40,Good
142667,925,44,210,147,63,3,Mixed,2,Not applicable,70,30,99,0,88,11,53,Outstanding
142668,908,34,180,101,79,3,Mixed,2,Not applicable,56,43,0,9,97,2,17,Good
142669,880,34,95,49,46,3,Mixed,1,Church of England,51,48,3,26,90,9,52,Good
142670,878,35,201,105,96,3,Mixed,2,Not applicable,52,47,3,13,97,2,21,Good
142671,839,35,219,114,105,3,Mixed,2,Not applicable,52,47,2,13,93,6,16,Good
142672,821,10,71,57,14,3,Mixed,2,Not applicable,80,19,33,66,0,0,0,Good
142674,384,10,34,30,4,3,Mixed,2,Not applicable,88,11,100,0,0,0,0,Outstanding
142675,351,10,26,3,23,3,Mixed,2,Not applicable,11,88,50,50,0,0,0,Good
142677,855,15,54,39,15,3,Mixed,2,Not applicable,72,27,14,83,85,14,0,Good
142678,855,15,56,33,23,3,Mixed,2,Not applicable,58,41,8,91,98,1,0,Good
142679,336,28,475,247,228,3,Mixed,2,Not applicable,52,48,1,10,18,81,46,Good
142680,336,28,451,207,244,3,Mixed,2,Not applicable,45,54,1,10,39,60,54,Good
142681,380,28,881,491,390,3,Mixed,2,Not applicable,55,44,1,22,26,73,49,Good
142682,870,28,423,226,197,3,Mixed,2,Not applicable,53,46,3,15,28,71,26,Good
142683,882,28,415,217,198,3,Mixed,2,Not applicable,52,47,1,16,63,35,46,Good
142684,336,28,229,137,92,3,Mixed,2,Not applicable,59,40,8,4,83,16,39,Good
142686,330,34,397,201,196,3,Mixed,2,Not applicable,50,49,0,24,24,75,50,Good
142687,314,44,129,77,52,3,Mixed,2,Not applicable,59,40,93,7,66,33,41,Outstanding
142688,879,34,403,217,186,3,Mixed,2,Not applicable,53,46,1,8,95,4,7,Good
142689,886,34,196,93,103,3,Mixed,1,Church of England,47,52,1,8,96,3,9,Good
142690,838,34,324,174,150,3,Mixed,2,Not applicable,53,46,4,19,96,2,17,Good
142691,838,34,209,109,100,3,Mixed,1,Church of England,52,47,12,33,95,4,28,Good
142692,838,34,91,42,49,3,Mixed,1,Church of England,46,53,1,17,100,0,17,Good
142693,943,34,305,143,162,3,Mixed,2,Not applicable,46,53,1,15,94,5,9,Good
142694,305,34,96,49,47,3,Mixed,2,Not applicable,51,49,3,22,89,10,25,Good
142695,825,44,230,213,17,3,Mixed,2,Not applicable,92,7,100,0,98,1,51,Outstanding
142696,860,34,470,218,252,3,Mixed,2,Not applicable,46,53,3,13,97,2,28,Good
142697,305,34,380,170,210,3,Mixed,2,Not applicable,44,55,3,20,80,19,9,Good
142698,314,44,161,110,51,3,Mixed,2,Not applicable,68,31,98,1,69,30,35,Outstanding
142699,301,34,802,394,408,3,Mixed,2,Not applicable,49,50,2,17,25,74,27,Good
142700,331,34,453,244,209,3,Mixed,2,Not applicable,53,46,0,7,57,42,5,Good
142701,357,34,661,316,345,3,Mixed,2,Not applicable,47,52,1,14,87,12,33,Good
142702,350,42,30,27,3,3,Mixed,2,Not applicable,90,10,73,20,93,6,80,Good
142703,304,34,340,168,172,3,Mixed,2,Not applicable,49,50,2,19,25,73,31,Good
142704,357,34,235,125,110,3,Mixed,2,Not applicable,53,46,1,13,99,0,20,Good
142705,894,34,480,258,222,3,Mixed,2,Not applicable,53,46,1,32,77,22,38,Good
142706,885,34,192,100,92,3,Mixed,1,Church of England,52,47,3,9,97,2,12,Good
142707,878,34,108,52,56,3,Mixed,1,Church of England,48,51,2,8,97,2,15,Good
142708,316,34,664,340,324,3,Mixed,2,Not applicable,51,48,1,7,25,74,38,Good
142709,878,34,70,34,36,3,Mixed,2,Not applicable,48,51,0,15,100,0,3,Good
142710,830,34,863,430,433,3,Mixed,2,Not applicable,49,50,1,3,98,1,15,Good
142712,908,34,103,48,55,3,Mixed,2,Not applicable,46,53,1,8,93,6,15,Good
142713,320,34,354,195,159,3,Mixed,2,Not applicable,55,44,4,11,37,62,34,Requires improvement
142714,895,34,598,338,260,3,Mixed,2,Not applicable,56,43,3,15,77,22,32,Good
142715,800,34,180,103,77,3,Mixed,2,Not applicable,57,42,1,11,91,8,10,Good
142716,800,34,210,112,98,3,Mixed,2,Not applicable,53,46,3,13,90,10,21,Good
142717,357,34,245,127,118,3,Mixed,2,Not applicable,51,48,12,21,91,9,45,Good
142718,304,34,671,357,314,3,Mixed,2,Not applicable,53,46,7,14,23,76,15,Good
142719,350,42,6,2,4,3,Mixed,2,Not applicable,33,66,66,33,83,16,60,Good
142721,305,34,77,35,42,3,Mixed,2,Not applicable,45,54,3,11,94,5,10,Good
142722,311,44,75,42,33,3,Mixed,2,Not applicable,56,44,94,5,69,30,38,Good
142723,303,34,375,187,188,3,Mixed,2,Not applicable,49,50,5,12,90,9,34,Good
142724,855,34,200,106,94,3,Mixed,4,Roman Catholic,53,47,2,7,79,20,3,Good
142725,891,34,863,434,429,3,Mixed,2,Not applicable,50,49,1,12,98,2,29,Good
142727,308,34,1451,771,680,3,Mixed,2,Not applicable,53,46,1,7,60,39,21,Good
142728,931,34,343,191,152,3,Mixed,2,Not applicable,55,44,8,16,70,29,15,Good
142729,306,34,219,95,124,3,Mixed,4,Roman Catholic,43,56,0,5,87,12,7,Good
142730,926,34,337,166,171,3,Mixed,4,Roman Catholic,49,50,1,16,54,44,11,Good
142731,306,34,299,152,147,3,Mixed,4,Roman Catholic,50,49,2,22,60,39,29,Good
142732,926,34,419,200,219,3,Mixed,4,Roman Catholic,47,52,2,17,50,49,9,Good
142733,941,34,258,124,134,3,Mixed,4,Roman Catholic,48,51,0,16,61,38,28,Good
142734,808,34,166,86,80,3,Mixed,4,Roman Catholic,51,48,1,14,97,3,31,Good
142735,870,34,437,189,248,3,Mixed,1,Church of England,43,56,2,17,34,65,18,Good
142736,808,34,194,91,103,3,Mixed,4,Roman Catholic,46,53,3,9,100,0,38,Good
142737,926,34,223,104,119,3,Mixed,4,Roman Catholic,46,53,3,16,64,35,27,Good
142738,941,34,199,91,108,3,Mixed,4,Roman Catholic,45,54,3,5,67,32,24,Requires improvement
142740,314,44,178,113,65,3,Mixed,2,Not applicable,63,36,100,0,83,16,39,Good
142741,830,34,1131,533,598,3,Mixed,2,Not applicable,47,52,1,15,95,4,33,Good
142742,941,34,296,149,147,3,Mixed,4,Roman Catholic,50,49,1,5,57,41,25,Requires improvement
142743,305,34,216,111,105,3,Mixed,2,Not applicable,51,48,3,13,94,5,16,Good
142744,845,44,111,84,27,3,Mixed,2,Not applicable,75,24,100,0,96,3,44,Outstanding
142745,845,44,144,102,42,3,Mixed,2,Not applicable,70,29,91,8,92,7,37,Outstanding
142747,941,34,872,467,405,3,Mixed,4,Roman Catholic,53,46,1,10,59,39,31,Good
142748,860,34,181,99,82,3,Mixed,2,Not applicable,54,45,1,7,97,1,2,Good
142749,373,34,659,321,338,3,Mixed,2,Not applicable,48,51,1,14,20,79,45,Good
142750,319,34,327,163,164,3,Mixed,2,Not applicable,49,50,0,5,72,27,13,Outstanding
142751,926,34,53,22,31,3,Mixed,2,Not applicable,41,58,5,9,98,1,11,Good
142752,831,34,457,221,236,3,Mixed,1,Church of England,48,51,1,4,97,2,5,Good
142753,882,34,525,257,268,3,Mixed,2,Not applicable,49,51,1,6,95,4,5,Outstanding
142754,800,34,519,292,227,3,Mixed,1,Church of England,56,43,2,6,88,11,12,Good
142755,860,34,779,391,388,3,Mixed,2,Not applicable,50,49,1,6,98,1,14,Good
142757,891,34,225,110,115,3,Mixed,1,Church of England,48,51,0,13,77,22,33,Good
142758,350,42,67,59,8,3,Mixed,2,Not applicable,88,11,14,52,92,7,68,Outstanding
142759,935,28,1250,634,616,3,Mixed,2,Not applicable,50,49,1,19,97,2,32,Good
142760,816,34,471,245,226,3,Mixed,2,Not applicable,52,48,2,6,88,11,7,Outstanding
142761,380,28,853,473,380,3,Mixed,2,Not applicable,55,44,1,19,71,27,50,Good
142762,352,28,1182,617,565,3,Mixed,2,Not applicable,52,47,4,16,70,29,57,Good
142764,925,34,224,108,116,3,Mixed,2,Not applicable,48,51,4,12,99,0,44,Good
142765,335,28,411,217,194,3,Mixed,2,Not applicable,52,47,1,9,71,28,53,Good
142766,350,33,88,74,14,3,Mixed,2,Not applicable,84,15,100,0,97,2,78,Good
142768,372,33,212,153,59,3,Mixed,2,Not applicable,72,27,100,0,91,9,53,Outstanding
142769,860,28,206,106,100,3,Mixed,2,Not applicable,51,48,1,17,61,38,39,Good
142770,935,28,89,42,47,3,Mixed,4,Roman Catholic,47,52,0,15,89,9,31,Good
142771,881,35,205,96,109,3,Mixed,2,Not applicable,46,53,2,5,92,7,7,Good
142772,302,35,422,212,210,3,Mixed,2,Not applicable,50,49,4,7,74,25,6,Outstanding
142774,382,35,682,339,343,3,Mixed,2,Not applicable,49,50,1,17,69,29,34,Good
142775,881,28,304,151,153,3,Mixed,1,Church of England,49,50,2,15,93,6,43,Good
142776,873,11,100,58,42,3,Mixed,2,Not applicable,58,42,3,21,0,0,0,Good
142779,855,10,23,10,13,3,Mixed,2,Not applicable,43,56,100,0,0,0,0,Good
142780,801,36,242,192,50,3,Mixed,2,Not applicable,79,20,99,0,69,30,49,Good
142781,313,41,276,184,92,3,Mixed,2,Not applicable,66,33,3,11,58,41,34,Good
142782,358,36,125,98,27,3,Mixed,2,Not applicable,78,21,88,11,54,45,54,Good
142783,941,36,205,140,65,3,Mixed,2,Not applicable,68,31,100,0,88,11,36,Good
142784,380,10,14,12,2,3,Mixed,2,Not applicable,85,14,85,0,0,0,0,Good
142785,894,28,233,120,113,3,Mixed,1,Church of England,51,48,1,12,91,8,47,Good
142786,935,28,78,43,35,3,Mixed,4,Roman Catholic,55,44,2,19,92,7,34,Good
142787,856,28,479,239,240,3,Mixed,2,Not applicable,49,50,1,7,11,88,28,Good
142788,879,28,420,211,209,3,Mixed,2,Not applicable,50,49,0,8,98,1,12,Good
142789,908,34,187,92,95,3,Mixed,2,Not applicable,49,50,1,12,90,9,16,Good
142790,868,34,173,91,82,3,Mixed,2,Not applicable,52,47,2,11,75,24,35,Good
142791,868,34,521,271,250,3,Mixed,2,Not applicable,52,48,3,19,82,17,26,Good
142792,860,34,215,110,105,3,Mixed,2,Not applicable,51,48,4,19,34,66,33,Good
142793,873,42,1,1,0,3,Mixed,2,Not applicable,100,0,0,100,100,0,100,Good
142794,330,34,199,104,95,3,Mixed,2,Not applicable,52,47,0,20,86,13,53,Requires improvement
142795,372,44,134,106,28,3,Mixed,2,Not applicable,79,20,100,0,89,10,48,Good
142797,372,44,135,92,43,3,Mixed,2,Not applicable,68,31,100,0,88,11,50,Good
142798,340,34,855,441,414,3,Mixed,2,Not applicable,51,48,2,18,92,7,54,Requires improvement
142799,860,34,152,71,81,3,Mixed,2,Not applicable,46,53,1,15,36,63,30,Good
142800,933,34,298,147,151,3,Mixed,2,Not applicable,49,50,2,7,88,11,22,Requires improvement
142802,878,34,165,89,76,3,Mixed,1,Church of England,53,46,4,20,81,18,45,Good
142804,908,34,233,110,123,3,Mixed,1,Church of England,47,52,1,12,85,14,21,Good
142805,878,34,986,507,479,3,Mixed,2,Not applicable,51,48,4,22,81,18,29,Good
142806,935,34,192,86,106,3,Mixed,4,Roman Catholic,44,55,1,10,79,20,14,Requires improvement
142807,908,34,429,225,204,3,Mixed,2,Not applicable,52,47,1,15,91,8,16,Good
142809,860,34,130,62,68,3,Mixed,1,Church of England,47,52,0,6,94,4,4,Good
142810,873,28,181,96,85,3,Mixed,1,Church of England,53,47,1,18,96,3,41,Good
142811,873,28,73,30,43,3,Mixed,1,Church of England,41,58,4,11,91,7,26,Good
142812,830,28,132,74,58,3,Mixed,2,Not applicable,56,43,1,13,93,6,59,Requires improvement
142813,881,28,401,215,186,3,Mixed,2,Not applicable,53,46,1,18,88,11,34,Good
142814,886,28,396,212,184,3,Mixed,1,Church of England,53,46,1,16,97,2,35,Good
142817,887,28,668,352,316,3,Mixed,2,Not applicable,52,47,1,12,88,11,29,Good
142818,926,28,176,92,84,3,Mixed,2,Not applicable,52,47,6,36,68,31,51,Requires improvement
142819,933,28,148,79,69,3,Mixed,1,Church of England,53,46,2,16,91,8,16,Good
142820,935,43,11,11,0,3,Mixed,2,Not applicable,100,0,90,9,100,0,90,Good
142821,894,28,1216,645,571,3,Mixed,2,Not applicable,53,47,1,12,85,13,27,Good
142822,869,28,429,202,227,3,Mixed,2,Not applicable,47,52,4,11,94,5,33,Good
142823,336,28,227,112,115,3,Mixed,2,Not applicable,49,50,2,14,54,45,69,Requires improvement
142824,380,34,538,282,256,3,Mixed,1,Church of England,52,47,2,11,35,64,51,Good
142827,830,28,126,51,75,3,Mixed,4,Roman Catholic,40,59,1,22,96,3,63,Good
142828,812,10,9,7,2,3,Mixed,2,Not applicable,77,22,100,0,0,0,0,Requires improvement
142832,307,11,14,10,4,3,Mixed,2,Not applicable,71,28,14,35,0,0,0,Requires improvement
142833,885,10,60,43,17,3,Mixed,2,Not applicable,71,28,100,0,0,0,0,Good
142834,886,1,643,355,288,3,Mixed,2,Not applicable,55,44,1,6,93,6,21,Good
142835,879,42,221,164,57,3,Mixed,2,Not applicable,74,25,48,9,98,1,65,Good
142836,380,34,587,269,318,3,Mixed,2,Not applicable,45,54,1,16,10,89,39,Outstanding
142837,926,34,157,82,75,3,Mixed,1,Church of England,52,47,0,15,97,2,25,Good
142838,816,34,191,98,93,3,Mixed,2,Not applicable,51,48,2,5,71,27,19,Good
142839,830,34,61,34,27,3,Mixed,1,Church of England,55,44,1,21,96,3,42,Good
142840,926,34,357,198,159,3,Mixed,2,Not applicable,55,44,2,8,86,13,19,Good
142841,812,34,318,179,139,3,Mixed,2,Not applicable,56,43,0,6,95,4,37,Good
142842,926,34,107,55,52,3,Mixed,2,Not applicable,51,48,4,17,97,2,31,Good
142844,816,34,425,228,197,3,Mixed,2,Not applicable,53,46,2,4,97,2,6,Good
142845,816,34,141,80,61,3,Mixed,1,Church of England,56,43,2,10,88,11,17,Good
142846,868,34,229,126,103,3,Mixed,1,Church of England,55,45,3,14,98,1,13,Good
142847,825,34,137,73,64,3,Mixed,2,Not applicable,53,46,0,8,95,3,0,Good
142848,856,34,235,105,130,3,Mixed,2,Not applicable,44,55,4,16,62,37,48,Good
142849,879,34,654,348,306,3,Mixed,2,Not applicable,53,46,1,9,91,8,14,Good
142850,908,34,363,192,171,3,Mixed,2,Not applicable,52,47,2,17,94,4,43,Good
142851,815,34,99,49,50,3,Mixed,1,Church of England,49,50,1,14,98,2,7,Good
142852,926,34,86,41,45,3,Mixed,1,Church of England,47,52,2,19,97,2,24,Good
142853,802,34,1000,562,438,3,Mixed,2,Not applicable,56,43,2,15,87,12,21,Good
142856,888,34,678,354,324,3,Mixed,2,Not applicable,52,47,1,13,89,10,26,Requires improvement
142857,856,34,457,220,237,3,Mixed,2,Not applicable,48,51,1,12,68,31,33,Good
142858,330,34,485,226,259,3,Mixed,2,Not applicable,46,53,0,23,3,96,41,Good
142859,886,10,20,16,4,3,Mixed,2,Not applicable,80,20,100,0,0,0,0,Good
142861,306,35,195,99,96,3,Mixed,3,Other religion,50,49,2,5,21,79,10,Good
142862,919,35,422,209,213,3,Mixed,3,Other religion,49,50,1,11,96,3,2,Outstanding
142864,310,35,1100,568,532,3,Mixed,2,Not applicable,51,48,5,8,56,42,12,Outstanding
142866,888,35,422,218,204,3,Mixed,3,Other religion,51,48,2,9,16,82,14,Outstanding
142869,941,35,1366,690,676,3,Mixed,2,Not applicable,50,49,1,14,81,17,10,Outstanding
142871,926,35,409,202,207,3,Mixed,2,Not applicable,49,50,2,12,57,41,21,Outstanding
142874,308,35,282,134,148,3,Mixed,2,Not applicable,47,52,2,11,69,30,37,Outstanding
142875,210,35,380,177,203,3,Mixed,2,Not applicable,46,53,2,15,66,33,45,Outstanding
142879,211,35,454,212,242,3,Mixed,2,Not applicable,46,53,7,13,76,23,39,Good
142881,937,35,976,447,529,3,Mixed,2,Not applicable,45,54,2,16,74,25,33,Good
142883,926,35,894,404,490,3,Mixed,3,Other religion,45,54,2,7,67,32,58,Good
142884,815,40,190,134,56,3,Mixed,2,Not applicable,70,29,2,12,95,3,29,Good
142885,311,35,415,195,220,3,Mixed,2,Not applicable,47,53,2,7,28,72,23,Outstanding
142886,878,35,522,271,251,3,Mixed,2,Not applicable,51,48,1,13,93,6,19,Outstanding
142887,312,40,380,139,241,3,Mixed,2,Not applicable,36,63,3,13,81,18,36,Good
142888,330,35,632,308,324,3,Mixed,3,Other religion,48,51,0,12,40,59,33,Outstanding
142889,313,35,407,205,202,3,Mixed,2,Not applicable,50,49,1,9,26,73,32,Good
142890,895,40,218,143,75,3,Mixed,2,Not applicable,65,34,0,12,79,19,36,Good
142891,341,39,371,123,248,3,Mixed,2,Not applicable,33,66,2,22,100,0,0,Outstanding
142893,352,36,129,86,43,3,Mixed,2,Not applicable,66,33,100,0,86,13,66,Outstanding
142894,840,40,429,338,91,3,Mixed,2,Not applicable,78,21,2,22,97,2,26,Good
142896,317,35,945,500,445,3,Mixed,3,Other religion,52,47,1,7,54,45,13,Requires improvement
142897,305,35,399,211,188,3,Mixed,2,Not applicable,52,47,2,7,81,18,9,Good
142898,350,35,420,208,212,3,Mixed,3,Other religion,49,50,1,7,53,46,18,Outstanding
142899,877,40,249,169,80,3,Mixed,2,Not applicable,67,32,2,22,90,9,38,Good
142900,334,40,439,366,73,3,Mixed,2,Not applicable,83,16,2,23,91,7,41,Good
142902,874,40,437,302,135,3,Mixed,2,Not applicable,69,30,1,11,77,22,32,Good
142903,316,40,730,538,192,3,Mixed,2,Not applicable,73,26,1,4,46,53,48,Good
142904,310,35,390,201,189,3,Mixed,1,Church of England,51,48,1,14,56,43,16,Good
142906,850,38,24,13,11,3,Mixed,2,Not applicable,54,45,95,4,100,0,58,Good
142907,826,35,628,309,319,3,Mixed,2,Not applicable,49,50,2,12,56,43,9,Good
142908,301,35,967,525,442,3,Mixed,2,Not applicable,54,45,1,15,19,80,36,Good
142911,815,10,27,25,2,3,Mixed,2,Not applicable,92,7,100,0,0,0,0,Good
142912,373,10,30,11,19,3,Mixed,2,Not applicable,36,63,20,80,0,0,0,Good
142923,350,34,461,232,229,3,Mixed,1,Church of England,50,49,1,15,28,70,34,Good
142924,886,28,467,244,223,3,Mixed,2,Not applicable,52,47,0,9,87,12,26,Good
142928,208,36,59,44,15,3,Mixed,2,Not applicable,74,25,100,0,89,9,59,Requires improvement
142930,892,11,29,23,6,3,Mixed,2,Not applicable,79,20,6,48,0,0,0,Good
142931,889,11,24,13,11,3,Mixed,2,Not applicable,54,45,0,0,0,0,0,Good
142932,873,33,77,51,26,3,Mixed,2,Not applicable,66,33,100,0,100,0,63,Requires improvement
142933,371,28,204,104,100,3,Mixed,2,Not applicable,51,49,1,18,84,14,26,Good
142935,881,28,64,39,25,3,Mixed,2,Not applicable,60,39,3,10,98,1,29,Good
142936,352,28,339,170,169,3,Mixed,1,Church of England,50,49,3,9,83,16,25,Good
142937,373,28,297,163,134,3,Mixed,2,Not applicable,54,45,7,26,81,18,71,Good
142938,882,43,43,29,14,3,Mixed,2,Not applicable,67,32,0,95,97,2,81,Requires improvement
142939,855,10,31,24,7,3,Mixed,2,Not applicable,77,22,100,0,0,0,0,Good
142940,882,33,64,55,9,3,Mixed,2,Not applicable,85,14,100,0,100,0,82,Requires improvement
142941,800,34,179,104,75,3,Mixed,2,Not applicable,58,41,4,12,93,6,20,Good
142942,800,34,192,107,85,3,Mixed,2,Not applicable,55,44,4,18,97,2,23,Good
142943,800,34,409,212,197,3,Mixed,1,Church of England,51,48,4,9,93,6,16,Good
142944,350,34,358,177,181,3,Mixed,1,Church of England,49,50,3,13,79,20,55,Good
142945,380,34,197,98,99,3,Mixed,4,Roman Catholic,49,50,2,17,83,16,19,Good
142946,380,34,201,103,98,3,Mixed,1,Church of England,51,48,1,6,95,4,11,Good
142947,380,34,237,124,113,3,Mixed,4,Roman Catholic,52,47,4,12,90,9,11,Good
142948,380,34,442,231,211,3,Mixed,2,Not applicable,52,47,0,7,97,1,10,Good
142949,380,34,310,146,164,3,Mixed,2,Not applicable,47,52,4,5,99,0,10,Good
142950,380,34,227,101,126,3,Mixed,2,Not applicable,44,55,2,10,99,0,11,Good
142951,380,34,415,191,224,3,Mixed,4,Roman Catholic,46,54,2,10,87,12,25,Good
142952,908,34,205,104,101,3,Mixed,2,Not applicable,50,49,2,28,95,4,29,Good
142953,908,34,118,54,64,3,Mixed,2,Not applicable,45,54,1,14,100,0,21,Good
142954,908,34,58,29,29,3,Mixed,2,Not applicable,50,50,5,17,98,1,11,Good
142955,908,34,107,56,51,3,Mixed,2,Not applicable,52,47,4,12,100,0,24,Good
142956,908,34,63,35,28,3,Mixed,2,Not applicable,55,44,1,4,100,0,11,Good
142957,908,34,106,49,57,3,Mixed,2,Not applicable,46,53,0,16,99,0,22,Good
142958,908,34,426,218,208,3,Mixed,2,Not applicable,51,48,6,23,93,6,46,Good
142959,908,34,24,8,16,3,Mixed,2,Not applicable,33,66,0,29,83,16,45,Requires improvement
142960,331,34,908,497,411,3,Mixed,2,Not applicable,54,45,1,16,65,34,41,Good
142961,841,34,101,51,50,3,Mixed,1,Church of England,50,49,1,8,100,0,12,Good
142962,841,34,191,85,106,3,Mixed,1,Church of England,44,55,1,20,92,7,36,Good
142963,838,34,142,66,76,3,Mixed,1,Church of England,46,53,0,17,95,4,8,Good
142964,332,34,525,264,261,3,Mixed,2,Not applicable,50,49,2,13,72,27,31,Good
142965,805,34,319,158,161,3,Mixed,2,Not applicable,49,50,2,19,89,10,70,Good
142966,311,34,225,114,111,3,Mixed,2,Not applicable,50,49,2,17,63,36,38,Good
142967,856,34,251,138,113,3,Mixed,2,Not applicable,55,45,7,9,46,53,29,Good
142968,926,34,311,150,161,3,Mixed,2,Not applicable,48,51,4,11,58,40,50,Good
142969,812,34,189,84,105,3,Mixed,2,Not applicable,44,55,1,28,76,23,58,Good
142970,839,34,347,187,160,3,Mixed,1,Church of England,53,46,0,4,81,18,2,Good
142971,839,34,201,108,93,3,Mixed,2,Not applicable,53,46,1,10,70,29,40,Good
142972,839,34,346,175,171,3,Mixed,2,Not applicable,50,49,1,12,85,14,9,Good
142973,839,34,623,297,326,3,Mixed,1,Church of England,47,52,0,14,87,12,16,Good
142974,839,34,720,390,330,3,Mixed,1,Church of England,54,45,1,6,92,7,5,Good
142975,839,34,437,213,224,3,Mixed,2,Not applicable,48,51,1,11,89,11,26,Good
142976,372,34,190,79,111,3,Mixed,2,Not applicable,41,58,3,30,87,12,75,Good
142977,372,34,110,54,56,3,Mixed,2,Not applicable,49,50,0,45,90,9,59,Requires improvement
142978,372,34,139,71,68,3,Mixed,2,Not applicable,51,48,5,23,95,5,42,Good
142979,334,34,221,110,111,3,Mixed,2,Not applicable,49,50,4,10,86,14,8,Good
142980,860,34,509,260,249,3,Mixed,2,Not applicable,51,48,1,8,98,1,18,Good
142981,860,34,402,184,218,3,Mixed,2,Not applicable,45,54,0,12,93,6,3,Good
142982,860,34,147,82,65,3,Mixed,1,Church of England,55,44,2,3,97,2,10,Good
142983,860,34,962,459,503,3,Mixed,2,Not applicable,47,52,2,17,94,5,19,Good
142984,860,34,365,189,176,3,Mixed,2,Not applicable,51,48,1,12,93,6,18,Good
142986,860,34,311,142,169,3,Mixed,1,Church of England,45,54,2,10,98,1,11,Good
142987,860,34,1312,657,655,3,Mixed,2,Not applicable,50,49,1,7,95,4,7,Good
142988,861,34,448,220,228,3,Mixed,2,Not applicable,49,50,1,24,47,52,48,Good
142989,861,34,477,248,229,3,Mixed,2,Not applicable,52,48,1,9,98,1,18,Good
142990,861,34,460,233,227,3,Mixed,2,Not applicable,50,49,2,5,93,6,4,Good
